X,Y,OBJECTID,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,DailyAcres,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsReimbursable,IsTrespass,IsUnifiedCommand,LocalIncidentIdentifier,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,CreatedBySystem,ModifiedBySystem,IsDispatchComplete,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,Source,GlobalID,IsCpxChild,CpxName,CpxID
-105.832610141,38.2920961610001,70733,,DEFAULT,,2016/10/06 21:00:00+00,2017/01/01 15:00:00+00,16562,5,COPBC,10300000,,,,Minimal,Creeping,Smoldering,Smoldering,Natural,,,KE7R,,2016/07/08 23:52:59+00,Type 4 Incident,2017/06/19 15:59:59+00,25,75,,0,P2,0212,RMCC,2016/10/13 21:59:59+00,2016/10/06 21:00:00+00,2016/10/13 21:59:59+00,F,Type 4 IC,Hayden Pass,,WF,FI,38.29214,-105.8327,5,,{C4516263-A4A1-48BE-BC60-CC0A08B537F1},,0,0,0,0,0,,001022,100,,,Fremont,,08043,,COPSF,,USFS,Federal,,,,,,,RM40,FS,COPSF,US-CO,,,Timber (Grass and Understory),Heavy Logging Slash,1,2016-COPSF-001022,Approved Decision,wildcad,wildcad,0,,,2016/07/10 21:44:47+00,2020/02/10 16:58:59+00,IRWIN,{A538D4AD-8FB0-4810-B4BC-62BD20C8D16D},,,
-106.003910192,38.4094501660001,71335,EKU4,DEFAULT,8728.079,2019/10/24 14:00:00+00,,8959,0.1,COPBC,23450000,,,,Minimal,Smoldering,Creeping,Smoldering,Natural,,,MR8R,,2019/09/08 18:16:00+00,Type 3 Incident,2020/12/28 22:25:00+00,38,62,0,0,P2,0209,RMCC,2019/11/01 20:29:59+00,2019/10/31 20:29:59+00,2019/11/01 20:29:59+00,F,Type 3 Team,Decker,"2 miles south of Salida, Colorado in the Sangre de Cristo Wilderness",WF,FI,38.40725,-106.0028,,,{5A6B5A9F-35CF-4F34-8C66-08F37083B54D},,0,0,0,0,0,,001388,100,62,Salida,Saguache,COPBC,08109,FS,CORGF,,USFS,Federal,,,,,,,RM39,FS,CORGF,US-CO,,,Closed Timber Litter,Timber (Litter and Understory),16,2019-CORGF-001388,Approved Decision,wildcad,wildcad,0,Type 4 Incident,2019/11/05 16:28:31+00,2019/09/08 21:18:07+00,2021/06/20 16:48:01+00,IRWIN,{B145BE1C-1F99-4A2C-B7A0-E7152751A15D},,,
-103.407009557,38.0554162820001,71522,,DEFAULT,,2020/04/13 18:00:00+00,,1500,400,COPBC,2000,,,,Minimal,,,,Human,Other Human Cause,,M12H,,2020/04/11 20:19:00+00,Type 4 Incident,2020/05/19 12:56:59+00,0,100,0,0,PN,1502,RMCC,2020/04/13 18:00:00+00,2020/04/12 02:29:59+00,2020/04/13 18:00:00+00,F,Type 4 IC,Bent Fort,"9 miles NE of La Junta, CO. Hwy 194 MM8",WF,FI,38.05541,-103.407,300,,{6B88E855-805E-42B8-B689-08D1AFD38A47},,0,1,0,0,0,,000233,100,100,La Junta,Otero,COPBC,08089,C&L,COOTX,,Private,Private,,,,,,,RM34,C&L,COOTX,US-CO,Grass-Shrub,GS2,Short Grass (1 foot),Chaparral (6 feet),66,2020-COOTX-000233,No Decision,wildcad,wildcad,0,,,2020/04/11 20:59:50+00,2020/05/19 12:57:55+00,IRWIN,{9B20913D-25A5-47D3-AB8E-E863909AA4EA},,,
-106.77001047,39.3674162450001,71542,,DEFAULT,344.3126,2016/10/31 20:29:59+00,2016/11/28 17:00:00+00,360,50,COGJC,685000,,,,Minimal,Smoldering,Isolated Torching,Backing,Human,,,KR78,,2016/10/15 21:20:00+00,Type 4 Incident,2016/11/28 23:00:00+00,,100,,,P2,0215,RMCC,2016/11/01 18:00:00+00,2016/11/01 00:14:59+00,2016/11/01 18:00:00+00,F,Type 4 IC,Freeman,,WF,FI,39.35758,-106.7437,80,,{E3AA451E-706A-4CED-BA18-27FE71A57CB1},,0,1,0,0,1,,000674,100,,,Eagle,,08037,,COWRF,,USFS,Federal,5th Principal Meridian,NE,SE,84W,9,8S,RM27,FS,COWRF,US-CO,,,Brush (2 feet),Hardwood Litter,2,2016-COWRF-000674,Approved Decision,wildcad,wildcad,0,,,2016/10/15 22:08:19+00,2016/11/28 22:49:19+00,IRWIN,{CDCAAB87-31A2-4A3C-B350-2649041C4E4A},,,
-104.446108095,40.6820055860001,72057,,DEFAULT,,2015/10/12 00:00:00+00,2015/10/12 19:05:00+00,560,5,COFTC,1000,,,,,,,,Undetermined,,,J4DG,,2015/10/11 17:39:00+00,Type 4 Incident,2015/10/12 19:15:00+00,,,,,P2,0210,RMCC,2015/10/12 21:59:59+00,2015/10/12 12:00:00+00,2015/10/12 21:59:59+00,F,Type 4 IC,Little Sand,,WF,FI,40.689602,-104.476196,,,{7CE0C6EE-A3C0-41BD-9F2F-4095A2A26AD0},,0,1,0,0,0,,000916,0,,Briggsdale,Weld,,08123,,COARF,,USFS,Federal,6th Principal Meridian,NW,NW,63  W,9,8  N,RM23,,COARF,US-CO,,,Short Grass (1 foot),,3,2015-COARF-000916,,wildcad,wildcad,0,,,2015/10/11 21:15:46+00,2017/09/25 18:36:47+00,IRWIN,{A02AACA4-A662-4902-9551-B6BAB003389A},,,
-105.47361211,38.7672062510001,72702,,DEFAULT,,2016/03/06 00:59:59+00,,47,5,COPBC,25000,,,,,,,,Human,,,,,2016/03/05 09:14:59+00,Type 4 Incident,,,,,,,,RMCC,2016/03/06 00:59:59+00,2016/03/05 19:15:00+00,2016/03/06 00:59:59+00,F,Type 4 IC,Arroyo,,WF,FI,38.791401,-105.490601,100,,{9E93180D-A9B2-4D1F-8FFD-7A07D5301138},,0,1,0,0,0,,000174,100,,Guffy,Park,,08093,,COPAX,,,,,,,,,,RM29,,COPAX,US-CO,,,Timber (Grass and Understory),,33,2016-COPAX-000174,,wildcad,wildcad,0,,,2016/03/07 15:25:40+00,2016/06/18 14:00:01+00,IRWIN,{60753EF3-1542-4605-BD65-C7B76CCE042C},,,
-108.171010595,37.706705927,72788,,DEFAULT,0.1797,,,0.1,,,500,,,,,,,,Natural,,,,,2015/07/04 23:29:59+00,Type 5 Incident,2015/07/14 00:00:00+00,,,,,,,RMCC,,2015/07/06 00:00:00+00,,U,Type 5 IC,Sulphur,Wildfire,WF,FI,,,,,{8F3B5B17-1361-4A47-B0BE-47259C55B2B6},,0,,,,,,000617,0,,Dolores,Dolores,,08033,,COSJF,,USFS,Federal,New Mexico Principal,,,11W,6,40N,,,COSJF,US-CO,,,Timber (Grass and Understory),,2,2015-COSJF-000617,,wfdss,wfdss,0,,,2015/07/05 15:15:45+00,2015/07/14 15:39:40+00,IRWIN,{E15E4614-59BB-45DB-B5FE-77267CA9B6A1},,,
-108.741815876,40.8232885210001,72833,,CERTIFIED,81.0242,2020/08/06 13:54:59+00,2020/09/15 19:20:00+00,81,0.5,COCRC,500000,,,2021/02/11 19:48:44+00,Minimal,Smoldering,Creeping,Group Torching,Natural,Lightning,,NC09,,2020/08/01 22:02:00+00,Type 4 Incident,2020/11/18 20:22:00+00,0,100,0,0,,,RMCC,2020/08/06 23:00:00+00,2020/08/05 23:00:00+00,2020/08/06 23:00:00+00,F,Type 3 IC,IRISH,44nm NE of Vernal,WF,FI,40.87015,-108.7338,0.5,2020/08/01 23:28:00+00,{EFF1D90C-6DC4-4496-B966-904E4D738100},,0,1,0,0,0,0,000239,100,100,,Moffat,COCRC,08081,BLM,COLSD,,BLM,Federal,,,,,,,RM20,BLM,COLSD,US-CO,Brush,SH7,Timber (Litter and Understory),,0,2020-COLSD-000239,Approved Decision,wildcad,INFORM_Inspector,0,Type 3 Incident,2020/08/03 16:30:52+00,2020/08/01 23:41:49+00,2021/02/11 19:48:44+00,IRWIN,{D082EF1F-2E0C-4DFF-B61F-236C41CF6C90},,,
-108.353110688,38.2148959830001,73394,,DEFAULT,,2018/06/21 02:00:00+00,2018/07/03 20:22:00+00,474,5,COMTC,667747,,,,Minimal,Smoldering,Smoldering,,Natural,,,LV1V,,2018/06/15 18:26:00+00,Type 3 Incident,2018/07/17 19:12:00+00,0,100,0,0,PD,1502,RMCC,2018/06/20 09:30:00+00,2018/06/19 23:29:59+00,2018/06/20 09:30:00+00,F,Type 3 Team,Upper Mailbox,"3 miles North East of Redvale, CO",WF,FI,38.2391,-108.3548,5,,{EC51648F-D42E-4616-AFCA-30C5598C3AFA},,0,1,0,0,0,,000116,100,100,Redvale,Montrose,COMTC,08085,BLM,COUPD,,BLM,Federal,,,,,,,RM31,BLM,COUPD,US-CO,,,Chaparral (6 feet),,67,2018-COUPD-000116,Approved Decision,wildcad,wildcad,0,,,2018/06/15 19:09:20+00,2018/07/17 19:13:02+00,IRWIN,{BFC72E86-3BDF-4860-B709-024058FFA999},,,
-108.479843735,38.3988389990001,74207,EKU0,DEFAULT,,2019/08/13 19:25:00+00,2019/08/13 19:30:00+00,1.3,1,COMTC,8000,,,,Minimal,Creeping,Smoldering,,Unknown,,,,,2019/07/29 23:40:39+00,Type 5 Incident,2019/08/13 19:34:59+00,0,0,100,0,P2,0204,RMCC,2019/08/13 18:59:59+00,2019/08/08 23:00:00+00,2019/08/13 18:59:59+00,F,Type 5 IC,Round Mountain,"9 miles north of Nucla, CO",WF,FI,38.41325,-108.5612,1,,{B10C8D8D-F279-4289-B8EC-4ED12C82689E},,0,0,0,0,0,,000139,100,100,,Montrose,COMTC,08085,FS,COGMF,,USFS,Federal,,,,,,,RM31,FS,COGMF,US-CO,,,Medium Logging Slash,"Dormant Brush, Hardwood Slash",0,2019-COGMF-000139,Approved Decision,wildcad,ics209,0,Type 5 Incident,2019/08/01 00:41:20+00,2019/07/30 03:45:34+00,2019/08/13 21:20:34+00,IRWIN,{4E551772-B9C6-454C-8D17-680257CACBBB},,,
-108.468343908,37.202228039,74690,,DEFAULT,,2016/07/04 16:54:00+00,2016/08/17 23:50:00+00,0.1,0.1,CODRC,2000,,,,Minimal,Smoldering,,,Natural,,,KC3C,,2016/06/29 21:49:00+00,Type 5 Incident,2016/08/17 23:50:00+00,,,100,,PP,1502,RMCC,2016/07/06 18:59:59+00,2016/07/04 18:59:59+00,2016/07/06 18:59:59+00,F,Type 5 IC,Painted Kiva,Wildfire,WF,FI,37.21699,-108.4454,0.1,,{C927D27B-1815-41EE-AC72-8BA9BF5F2720},,0,1,0,0,0,,000609,100,,Mesa Verde,Montezuma,,08083,,COMVP,,NPS,Federal,,,,,,,RM35,NPS,COMVP,US-CO,,,Brush (2 feet),,6,2016-COMVP-000609,,wildcad,wildcad,0,,,2016/06/30 16:19:05+00,2016/09/28 18:24:43+00,IRWIN,{B8B0186F-8AB5-4D66-B603-89E1D521BF2E},,,
-107.433010726,40.274286316,75563,,CERTIFIED,454.6543,2020/05/03 23:00:00+00,2020/05/03 23:00:00+00,455,50,COCRC,65000,,,2022/01/14 20:16:23+00,Minimal,Smoldering,Flanking,Backing,Human,Other Human Cause,,M23Z,,2020/04/30 19:50:00+00,Type 3 Incident,2020/05/04 20:00:00+00,0,100,0,0,,,RMCC,2020/05/04 21:00:00+00,2020/05/03 21:00:00+00,2020/05/04 21:00:00+00,F,Type 3 Team,WYMAN,"14 miles SSE from Craig, CO",WF,FI,40.26891,-107.4214,375,2020/04/30 20:02:00+00,{1887847B-33D9-4166-A568-1AC56582B45D},1,0,1,0,0,0,0,000020,100,100,,Routt,COCRC,08107,C&L,CORTX,,Private,Private,,,,,,,RM21,C&L,CORTX,US-CO,Brush,SH5,Chaparral (6 feet),Brush (2 feet),2,2020-CORTX-000020,No Decision,wildcad,INFORM_Inspector,0,,,2020/04/30 21:15:39+00,2022/01/14 20:16:24+00,IRWIN,{C1813095-443C-443D-A77E-17F89A098F05},0,,
-108.532710696,37.9276859330001,77146,,DEFAULT,1044.3207,2018/06/03 21:30:00+00,2018/06/21 14:00:00+00,1221,3,COMTC,3650000,,,,Minimal,Smoldering,Creeping,Creeping,Unknown,,,LTR3,,2018/05/27 04:02:59+00,Type 4 Incident,2018/07/19 16:09:00+00,0,100,0,0,PD,1502,RMCC,2018/06/04 22:44:59+00,2018/06/04 00:00:00+00,2018/06/04 22:44:59+00,F,Type 4 IC,Horse Park  ,"15 Miles South West of Norwood, CO",WF,FI,37.93105,-108.5271,10,,{3E6EE7FF-E789-4031-9F24-E35DBECFA4D7},,0,1,0,0,0,,000085,100,100,Basin,San Miguel,COMTC,08113,BLM,COSJD,,BLM,Federal,New Mexico Principal,NE,SW,15,4,42,RM31,BLM,COSJD,US-CO,,,Timber (Litter and Understory),Brush (2 feet),2,2018-COSJD-000085,Approved Decision,wildcad,wildcad,0,,,2018/05/27 08:48:05+00,2018/07/19 16:09:27+00,IRWIN,{B017D584-0AFB-4A02-AD5E-CB64D30944E0},,,
-105.140110231,40.4712065080001,78151,,DEFAULT,,2017/07/24 23:00:00+00,,371,3,COFTC,300000,,,,Minimal,,,,Undetermined,,,K7NF,,2017/07/22 17:23:59+00,Type 3 Incident,,,,,,PN,1502,RMCC,2017/07/24 23:00:00+00,2017/07/24 00:00:00+00,2017/07/24 23:00:00+00,F,Type 3 IC,Spring Glade,"1 mile South of Fort Collins, CO",WF,FI,40.47125,-105.1402,,,{F08D3996-3FAD-45E3-A78B-08CD36E6572B},,0,1,0,0,0,0,000548,100,100,Loveland,Larimer,COFTC,08069,,COLVRX,,,,,,,,,,RM23,C&L,COLRX,US-CO,,,Short Grass (1 foot),,2,2017-COLRX-000548,,wildcad,wildcad,0,,,2017/07/22 18:33:58+00,2018/05/11 21:21:38+00,IRWIN,{F54B1552-9338-4167-9FD3-59C8EC1A7C79},,,
-108.701677667,39.9791728860001,78543,,DEFAULT,413.9063,2016/07/11 23:00:00+00,2016/07/29 17:15:00+00,415,0.1,COCRC,417000,,,,Minimal,Smoldering,Torching,,Natural,,,KEL2,,2016/07/06 21:56:59+00,Type 4 Incident,2016/09/27 15:59:59+00,,100,,,,,RMCC,2016/07/12 12:00:00+00,2016/07/12 00:45:00+00,2016/07/12 12:00:00+00,F,Type 4 IC,LFE 4 MILE,,WF,FI,40.07086,-108.7343,30,,{796C5D49-965E-4233-AAA2-98FF57AB29BE},,0,1,0,0,0,,000162,100,,,Rio Blanco,,08103,,COWRD,,BLM,Federal,,,,,,,RM25,BLM,COWRD,US-CO,,,Brush (2 feet),Short Grass (1 foot),14,2016-COWRD-000162,Approved Decision,wildcad,wildcad,0,,,2016/07/06 23:43:46+00,2016/10/12 15:13:37+00,IRWIN,{9BD9DDBF-0DDE-4E3B-8EF7-0B8F93F6F224},,,
-108.111310562,37.5130459050001,78879,,DEFAULT,,2018/08/30 21:59:59+00,2018/10/09 14:00:00+00,4593,5,CODRC,3330000,,,,Minimal,Smoldering,Smoldering,Smoldering,Human,,,LU5G,,2018/06/08 21:48:00+00,Type 4 Incident,2018/11/13 17:00:00+00,0,0,0,100,P2,0213,RMCC,2018/08/30 21:59:59+00,2018/08/23 21:59:59+00,2018/08/30 21:59:59+00,F,Type 4 IC,Burro,Approximatly 14 miles south of Rico,WF,FI,37.52,-108.1166,,,{6C3B0E81-A6E4-49DE-A40D-B7B84A62F294},,0,1,0,0,0,,000509,100,100,Rico,Montezuma,CODRC,08083,FS,COSJF,,USFS,Federal,,,,,,,RM37,FS,COSJF,US-CO,,,Timber (Litter and Understory),Timber (Grass and Understory),2,2018-COSJF-000509,Approved Decision,wildcad,wildcad,0,,,2018/06/08 23:05:39+00,2018/11/13 17:22:22+00,IRWIN,{22035A85-81FE-4D21-853F-9C05AA8C515A},,,
-107.048007595,39.9003052960001,80072,,DEFAULT,,2015/07/31 20:54:00+00,2015/08/15 00:00:00+00,0.25,0.25,COGJC,10000,,,,,,,,Natural,,,,,2015/06/20 23:13:00+00,Type 5 Incident,2015/08/15 00:00:00+00,,,,,,,RMCC,2015/08/03 21:00:00+00,2015/08/02 00:00:00+00,2015/08/03 21:00:00+00,F,Type 5 IC,South Derby,small lightning caused fire,WF,FI,39.890301,-107.0344,0.25,,{A5BED415-B621-4CCE-8B3D-89BECCE2D507},,0,1,0,0,0,,000136,100,,Eagle,Eagle,,08037,,COWRF,,USFS,Federal,1st Principal Meridian,SW,NW,86W,9,2S,RM27,,COWRF,US-CO,,,Timber (Litter and Understory),,,2015-COWRF-000136,,wildcad,wildcad,0,,,2015/06/21 18:07:52+00,2016/09/27 17:11:15+00,IRWIN,{30A40346-85BB-430D-94A1-B8B830C8F92E},,,
-108.665010781,38.4569459940001,80095,,DEFAULT,26980.3584,2018/10/11 21:30:00+00,2018/11/01 18:55:00+00,36520,0.1,COMTC,12007000,,,,Minimal,Flanking,Backing,Creeping,Natural,,,L14B,,2018/07/29 17:15:00+00,Type 4 Incident,2018/11/20 18:00:00+00,40,60,0,0,PD,1502,RMCC,2018/10/11 21:30:00+00,2018/10/04 21:59:59+00,2018/10/11 21:30:00+00,F,Type 4 IC,Bull Draw,Twelve miles northwest of Nucla Colorado,WF,FI,38.4569,-108.665,0.1,,{956A710F-7C29-4FC9-B54E-15120B5FA07A},,0,1,0,0,0,,000258,100,100,Nucla,Montrose,COMTC,08085,BLM,COSWD,,BLM,Federal,New Mexico,,,R16W,5,T48N,RM31,BLM,COUPD,US-CO,,,Timber (Litter and Understory),Brush (2 feet),6,2018-COUPD-000258,Approved Decision,wildcad,wildcad,0,,,2018/07/29 22:34:44+00,2018/11/27 19:03:00+00,IRWIN,{D82952C2-CE74-4F89-8E89-AA893D18757A},,,
-107.783899513,38.6580616800001,80136,,DEFAULT,,2016/09/19 20:22:00+00,2016/09/19 20:23:00+00,0.25,0.25,COMTC,5000,,,,Minimal,Torching,Creeping,,Natural,,,KQJ9,,2016/09/14 23:13:59+00,Type 4 Incident,2016/09/19 20:23:59+00,,,100,,PD,1502,RMCC,2016/09/21 18:00:00+00,2016/09/16 18:00:00+00,2016/09/21 18:00:00+00,F,,Lime Kiln,,WF,FI,38.59505,-107.7347,0.25,,{899CB03D-4382-4AAA-A8A0-77E71B3C44A4},,0,1,0,0,0,,000271,100,,Crawford,Montrose,,08085,,COSWD,,BLM,Federal,,,,,,,RM32,BLM,COUPD,US-CO,,,Closed Timber Litter,Short Grass (1 foot),4,2016-COUPD-000271,Approved Decision,wildcad,ics209,0,,,2016/09/15 02:07:56+00,2016/09/21 17:28:19+00,IRWIN,{BD7A4E27-012F-4872-B39C-588C4A88223A},,,
-108.678810705,37.7202258950001,80183,EKU7,DEFAULT,,2019/07/11 18:00:00+00,2019/09/19 18:00:00+00,2560,1,CODRC,477145,,,,Minimal,Creeping,Smoldering,Creeping,Natural,,,MB2N,,2019/06/20 19:41:00+00,Type 4 Incident,2019/10/29 21:00:00+00,70,10,20,0,P2,0213,RMCC,2019/07/18 21:00:00+00,2019/07/11 21:30:00+00,2019/07/18 21:00:00+00,F,Type 4 IC,Doe Canyon ,10 Miles SE of Dove Creek,WF,FI,37.72244,-108.6817,1,,{543CD779-C73A-4BE8-B3A5-DA4E2C72589D},,0,1,0,0,0,,000243,100,100,Dove Creek,Dolores,CODRC,08033,FS,COSJF,,USFS,Federal,,,,,,,RM37,FS,COSJF,US-CO,,,Timber (Grass and Understory),,1,2019-COSJF-000243,Approved Decision,wildcad,wildcad,0,Type 3 Incident,2019/06/29 19:34:54+00,2019/06/20 21:19:46+00,2019/10/31 17:43:46+00,IRWIN,{D3B3AA7A-A539-4B11-B9CB-F2D23D733DCD},,,
-108.573611025,40.653126279,80264,,DEFAULT,,2018/09/20 23:15:00+00,2018/10/09 14:00:00+00,8610,150,COCRC,1000000,,,,Minimal,Smoldering,Smoldering,Long-range Spotting,Human,,,L40P,,2018/09/13 17:45:00+00,Type 4 Incident,2018/10/22 15:30:00+00,0,100,0,0,PN,1502,RMCC,2018/09/20 23:00:00+00,2018/09/19 23:00:00+00,2018/09/20 23:00:00+00,F,Type 4 IC,BOONE DRAW,"45NM NW of Vernal, UT",WF,FI,40.63118,-108.5023,150,,{CA1B0B76-BBE3-427E-84FE-66CBEC8D809B},,0,1,0,0,0,,000581,100,100,,Moffat,COCRC,08081,BLM,COLSD,,,,,,,,,,RM20,C&L,COLSD,US-CO,,,Brush (2 feet),"Dormant Brush, Hardwood Slash",21,2018-COLSD-000581,Approved Decision,wildcad,wildcad,0,,,2018/09/13 19:51:40+00,2018/10/22 15:32:12+00,IRWIN,{553E91D0-877E-45DE-9C4D-ED934AFEB32E},,,
-107.759455199,40.281672993,80355,,DEFAULT,,2016/07/30 22:18:59+00,2016/08/01 20:51:00+00,492,0.1,COCRC,184628,,,,Minimal,Torching,Spotting,,Natural,,,KH86,,2016/07/27 19:46:00+00,Type 4 Incident,2016/08/01 20:51:00+00,,100,,,,,RMCC,2016/07/30 21:59:59+00,2016/07/29 21:59:59+00,2016/07/30 21:59:59+00,F,Type 4 IC,MILK,,WF,FI,40.29028,-107.7544,30,,{68B0EC12-0022-49CF-95D0-3029A7C3BD4B},,0,1,0,0,0,,000253,100,,,Moffat,,08081,,COLSD,,,,,,,,,,RM20,BLM,COLSD,US-CO,,,Short Grass (1 foot),Brush (2 feet),50,2016-COLSD-000253,,wildcad,wildcad,0,,,2016/07/27 20:30:44+00,2016/11/08 15:19:14+00,IRWIN,{2210ABF5-122B-4159-9585-05AA9E3649F8},,,
-102.699109688,40.7577167210001,80493,,DEFAULT,,2018/10/27 20:29:59+00,,866,866,COFTC,10000,,,,Active,Running,Flanking,,Unknown,,,L56L,,2018/10/27 18:21:59+00,Type 4 Incident,,0,100,0,0,PN,1502,RMCC,2018/10/29 20:00:00+00,2018/10/27 18:30:00+00,2018/10/29 20:00:00+00,F,Type 4 IC,East Logan Fire,"9 miles NE of Fleming, CO",WF,FI,40.75771,-102.6991,,,{6ED9618C-D715-4390-9785-C1BD95C27D95},,0,0,0,0,0,,000735,100,100,Sterling,Logan,COFTC,08075,C&L,COLOX,,,,6th Principal Meridian,NE,SW,048W,15,09N,RM24,C&L,COLOX,US-CO,,,Short Grass (1 foot),Brush (2 feet),4,2018-COLOX-000735,No Decision,wildcad,wildcad,0,,,2018/10/27 20:32:11+00,2018/10/30 14:55:40+00,IRWIN,{9A5001CA-7592-40A1-8AE4-952B863E8486},,,
-108.172110917,40.49512629,81992,,DEFAULT,,2018/07/10 00:59:59+00,2018/10/01 15:40:00+00,1636,200,COCRC,60000,,,,Minimal,Wind Driven Runs,,,Natural,,,LY2L,,2018/07/07 01:30:00+00,Type 3 Incident,2018/10/01 15:40:00+00,0,100,0,0,,,RMCC,2018/07/09 00:59:59+00,2018/07/08 00:00:00+00,2018/07/09 00:59:59+00,F,Type 3 IC,THORNBURG,4 miles W. of maybell,WF,FI,40.48546,-108.1803,200,,{E366596E-3099-45A9-8735-A1D8FC2040B4},,0,1,0,0,0,,000223,100,100,,Moffat,COCRC,08081,C&L,COMFX,,,,,,,,,,RM20,C&L,COMFX,US-CO,,,Short Grass (1 foot),,4,2018-COMFX-000223,No Decision,wildcad,wildcad,0,,,2018/07/07 04:35:56+00,2018/10/01 15:40:24+00,IRWIN,{1510E276-0379-4CA5-9F28-E5306386C768},,,
-102.18900953,40.4676467150001,82623,,DEFAULT,,,,750,20,COFTC,5000,,,,Minimal,Smoldering,Wind Driven Runs,,Unknown,,,,,2020/06/30 22:45:56+00,Type 4 Incident,,0,100,0,0,,,RMCC,2020/07/02 01:34:00+00,2020/07/02 01:30:00+00,2020/07/02 01:34:00+00,F,Type 4 IC,County Rd 49,13 Miles SE of Holyoke CO,WF,FI,40.46764,-102.189,,,{3C5555D4-FDF6-4C45-9FB2-5B3068BC8951},,0,1,1,0,0,0,000316,100,100,,Phillips,COFTC,08095,,,,Private,Private,,,,,,,RM24,C&L,COPLX,US-CO,,,Tall Grass (2.5 feet),,,2020-COPLX-000316,No Decision,wildcad,ics209,0,,,2020/07/01 14:52:37+00,2020/07/02 01:37:53+00,IRWIN,{EFB8F460-DA35-4EE6-AB31-8026699D9039},,,
-107.267010352,37.2397059210001,82792,,DEFAULT,,2015/08/24 00:40:59+00,2015/08/25 20:42:00+00,48,48,CODRC,20000,,,,,,,,Natural,,,,,2015/08/18 20:16:10+00,Type 4 Incident,2015/09/10 20:00:00+00,,,,,P2,0213,RMCC,2015/08/23 23:00:00+00,2015/08/27 18:59:59+00,2015/08/23 23:00:00+00,F,Type 4 IC,Little Devil,,WF,FI,37.2376,-107.2668,48,,{B24CB7E8-DEC4-4260-8A1E-04F5A7197BEE},,0,1,0,0,0,,000971,100,,Pagosa Springs CO,Archuleta,,08007,,COSJF,,USFS,Federal,New Mexico,SW,SE,4W,1,34N,,,COSJF,US-CO,,,Timber (Grass and Understory),,52,2015-COSJF-000971,,wildcad,wildcad,0,,,2015/08/18 22:52:22+00,2015/09/10 20:04:45+00,IRWIN,{F66E31A8-7E5E-4159-99C3-52C813D3A0AA},,,
-107.776910603,38.5809260710001,83513,,DEFAULT,,2018/07/09 01:25:00+00,2018/07/09 01:25:00+00,0.1,0.1,COMTC,6000,,,,Minimal,,,,Natural,,,LX5P,,2018/07/03 22:05:00+00,Type 5 Incident,2018/07/09 01:25:00+00,0,0,100,0,PP,1502,RMCC,2018/07/09 01:30:00+00,2018/07/05 21:59:59+00,2018/07/09 01:30:00+00,F,Type 5 IC,Ridge Top ,Nine miles northeast of Montrose,WF,FI,38.58092,-107.7769,0.1,,{98C89507-47C5-4C36-B416-DC427BBEF1C2},,0,1,0,0,0,,000140,100,100,,Montrose,COMTC,08085,NPS,COBCP,,NPS,Federal,,,,,,,RM32,NPS,COBCP,US-CO,,,Closed Timber Litter,,1,2018-COBCP-000140,No Decision,wildcad,ics209,0,,,2018/07/04 00:11:21+00,2018/07/09 01:38:20+00,IRWIN,{AFB765E2-80DB-4235-94B8-70DCD6433F06},,,
